DISTRITO_NORM,PROVINCIA_NORM,ANIO,MES,ira_no_neumonia,neumonias_men5,neumonias_60mas,hospitalizados_men5,hospitalizados_60mas,defunciones_men5,defunciones_60mas,TOTAL_CASOS,POBLACION,TASA_INCIDENCIA,ESTRATO,PRODUCCION
CHARCANA,LA UNION,2023,6,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,575.0,33.04347826086956,NO MINERIA,0.0
CHARCANA,LA UNION,2023,7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,575.0,10.434782608695652,NO MINERIA,0.0
CHARCANA,LA UNION,2023,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,575.0,13.913043478260871,NO MINERIA,0.0
CHARCANA,LA UNION,2023,9,12.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,575.0,22.608695652173914,NO MINERIA,0.0
CHARCANA,LA UNION,2023,10,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,575.0,40.0,NO MINERIA,0.0
CHARCANA,LA UNION,2023,11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,575.0,5.217391304347826,NO MINERIA,0.0
CHARCANA,LA UNION,2023,12,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,575.0,41.73913043478261,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2021,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,663.0,3.0165912518853695,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2021,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,0.0,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2021,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,663.0,3.0165912518853695,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2021,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,663.0,7.541478129713424,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2021,5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,663.0,6.033182503770739,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2021,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,663.0,9.04977375565611,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2021,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,663.0,3.0165912518853695,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2021,8,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,663.0,6.033182503770739,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2021,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,663.0,1.5082956259426847,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2021,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,663.0,1.5082956259426847,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2021,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,663.0,3.0165912518853695,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2021,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,663.0,18.09954751131222,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2022,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,653.0,9.188361408882084,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2022,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,653.0,6.1255742725880555,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2022,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,0.0,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2022,4,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,653.0,7.656967840735069,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2022,5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,653.0,6.1255742725880555,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2022,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,653.0,7.656967840735069,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2022,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,653.0,10.719754977029096,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2022,8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,653.0,27.565084226646245,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2022,9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,653.0,4.594180704441042,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2022,10,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,653.0,10.719754977029096,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2022,11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,653.0,6.1255742725880555,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2022,12,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,653.0,4.594180704441042,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2023,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,644.0,3.105590062111801,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2023,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,644.0,3.105590062111801,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2023,3,6.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,644.0,10.869565217391305,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2023,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,644.0,4.658385093167702,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2023,5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,644.0,6.211180124223602,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2023,6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,644.0,10.869565217391305,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2023,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,0.0,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2023,8,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,644.0,4.658385093167702,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2023,9,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,644.0,6.211180124223602,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2023,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,644.0,3.105590062111801,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2023,11,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,644.0,3.105590062111801,NO MINERIA,0.0
CHICHAS,CONDESUYOS,2023,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,644.0,3.105590062111801,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2021,1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3171.0,6.622516556291391,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2021,2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3171.0,3.15357931251971,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2021,3,19.0,0.0,2.0,0.0,2.0,0.0,0.0,21.0,3171.0,6.622516556291391,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2021,4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3171.0,4.7303689687795645,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2021,5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3171.0,3.15357931251971,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2021,6,10.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,3171.0,3.468937243771681,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2021,7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3171.0,3.15357931251971,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2021,8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3171.0,4.415011037527594,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2021,9,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3171.0,5.676442762535478,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2021,10,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3171.0,2.207505518763797,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2021,11,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3171.0,7.253232418795332,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2021,12,31.0,0.0,2.0,0.0,1.0,0.0,0.0,33.0,3171.0,10.406811731315043,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2022,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3227.0,9.916330957545709,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2022,2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3227.0,6.507592190889371,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2022,3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3227.0,4.028509451502944,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2022,4,49.0,0.0,1.0,0.0,1.0,0.0,0.0,50.0,3227.0,15.49426712116517,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2022,5,38.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,3227.0,12.085528354508831,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2022,6,48.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,3227.0,14.874496436318562,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2022,7,58.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3227.0,17.973349860551593,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2022,8,46.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,3227.0,14.564611093895259,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2022,9,32.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,3227.0,10.22621629996901,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2022,10,34.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,3227.0,10.845986984815617,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2022,11,43.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,3227.0,13.634955066625349,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2022,12,89.0,1.0,1.0,1.0,0.0,0.0,0.0,91.0,3227.0,28.199566160520607,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2023,1,14.0,0.0,2.0,0.0,1.0,0.0,0.0,16.0,3279.0,4.879536444037816,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2023,2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3279.0,5.794449527294907,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2023,3,28.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3279.0,8.539188777066178,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2023,4,66.0,3.0,2.0,2.0,1.0,1.0,0.0,71.0,3279.0,21.65294297041781,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2023,5,37.0,0.0,1.0,0.0,1.0,0.0,0.0,38.0,3279.0,11.588899054589813,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2023,6,45.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3279.0,13.723696248856358,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2023,7,47.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,3279.0,14.333638304361086,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2023,8,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3279.0,7.929246721561452,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2023,9,31.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3279.0,9.454101860323268,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2023,10,27.0,0.0,2.0,0.0,0.0,0.0,1.0,29.0,3279.0,8.844159804818542,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2023,11,28.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3279.0,8.539188777066178,NO MINERIA,0.0
CHIGUATA,AREQUIPA,2023,12,65.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,3279.0,20.128087831655993,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2021,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1053.0,1.8993352326685662,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2021,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1053.0,1.8993352326685662,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2021,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1053.0,1.8993352326685662,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2021,4,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1053.0,3.7986704653371324,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2021,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1053.0,0.9496676163342831,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2021,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1053.0,0.9496676163342831,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2021,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1053.0,0.9496676163342831,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2021,8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1053.0,4.748338081671415,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2021,9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1053.0,2.849002849002849,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2021,10,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1053.0,6.647673314339981,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2021,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1053.0,1.8993352326685662,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2021,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1053.0,3.7986704653371324,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2022,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1073.0,3.727865796831314,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2022,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1073.0,3.727865796831314,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2022,3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1073.0,4.659832246039143,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2022,4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1073.0,17.707362534948743,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2022,5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1073.0,5.591798695246971,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2022,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1073.0,5.591798695246971,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2022,7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1073.0,8.387698042870456,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2022,8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1073.0,6.523765144454799,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2022,9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1073.0,5.591798695246971,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2022,10,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1073.0,10.251630941286114,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2022,11,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1073.0,4.659832246039143,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2022,12,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1073.0,14.911463187325255,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2023,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1093.0,3.6596523330283626,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2023,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1093.0,2.7447392497712717,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2023,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1093.0,5.489478499542543,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2023,4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1093.0,6.404391582799634,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2023,5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1093.0,12.808783165599268,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2023,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1093.0,1.8298261665141813,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2023,7,21.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1093.0,19.213174748398902,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2023,8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1093.0,12.808783165599268,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2023,9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1093.0,5.489478499542543,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2023,10,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1093.0,2.7447392497712717,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2023,11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1093.0,5.489478499542543,NO MINERIA,0.0
CHILCAYMARCA,CASTILLA,2023,12,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1093.0,9.149130832570906,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2021,1,29.0,0.0,2.0,0.0,1.0,0.0,0.0,31.0,5877.0,5.2748000680619365,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2021,2,32.0,0.0,5.0,0.0,1.0,0.0,0.0,37.0,5877.0,6.295729113493279,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2021,3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5877.0,3.4030968181044754,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2021,4,27.0,0.0,3.0,0.0,0.0,0.0,0.0,30.0,5877.0,5.104645227156713,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2021,5,50.0,0.0,2.0,0.0,0.0,0.0,0.0,52.0,5877.0,8.848051727071635,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2021,6,36.0,2.0,23.0,1.0,1.0,0.0,0.0,61.0,5877.0,10.37944529521865,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2021,7,26.0,0.0,5.0,0.0,0.0,0.0,0.0,31.0,5877.0,5.2748000680619365,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2021,8,21.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,5877.0,3.913561340820147,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2021,9,35.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0,5877.0,6.1255742725880555,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2021,10,35.0,0.0,2.0,0.0,0.0,0.0,0.0,37.0,5877.0,6.295729113493279,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2021,11,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,5877.0,5.44495490896716,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2021,12,75.0,0.0,2.0,0.0,1.0,0.0,1.0,77.0,5877.0,13.10192274970223,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2022,1,72.0,0.0,1.0,0.0,0.0,0.0,0.0,73.0,5854.0,12.470105910488554,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2022,2,45.0,0.0,3.0,0.0,0.0,0.0,0.0,48.0,5854.0,8.199521694567817,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2022,3,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5854.0,4.441407584557568,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2022,4,89.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,5854.0,15.374103177314655,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2022,5,131.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,5854.0,22.37786129142467,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2022,6,134.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,5854.0,22.890331397335153,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2022,7,129.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,5854.0,22.03621455415101,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2022,8,90.0,1.0,2.0,0.0,1.0,0.0,0.0,93.0,5854.0,15.886573283225145,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2022,9,109.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,5854.0,18.619747181414418,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2022,10,89.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,5854.0,15.203279808677827,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2022,11,76.0,0.0,1.0,0.0,0.0,0.0,0.0,77.0,5854.0,13.153399385035872,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2022,12,199.0,0.0,2.0,0.0,0.0,0.0,0.0,201.0,5854.0,34.33549709600273,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2023,1,63.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,5821.0,10.994674454561073,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2023,2,79.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,5821.0,13.571551279848824,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2023,3,79.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,5821.0,13.571551279848824,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2023,4,175.0,2.0,0.0,0.0,0.0,0.0,0.0,177.0,5821.0,30.407146538395462,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2023,5,92.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,5821.0,15.80484452843154,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2023,6,137.0,0.0,2.0,0.0,0.0,0.0,0.0,139.0,5821.0,23.87905858099983,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2023,7,89.0,3.0,2.0,1.0,0.0,0.0,0.0,94.0,5821.0,16.148428105136578,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2023,8,84.0,1.0,1.0,0.0,0.0,0.0,0.0,86.0,5821.0,14.774093798316441,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2023,9,59.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,5821.0,10.307507301151006,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2023,10,113.0,2.0,1.0,1.0,0.0,0.0,0.0,116.0,5821.0,19.927847448891942,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2023,11,97.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,5821.0,16.663803470194125,NO MINERIA,0.0
CHIVAY,CAYLLOMA,2023,12,180.0,0.0,1.0,0.0,0.0,0.0,0.0,181.0,5821.0,31.09431369180553,NO MINERIA,0.0
CHOCO,CASTILLA,2021,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,641.0,1.5600624024960998,NO MINERIA,0.0
CHOCO,CASTILLA,2021,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,641.0,1.5600624024960998,NO MINERIA,0.0
CHOCO,CASTILLA,2021,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,0.0,NO MINERIA,0.0
CHOCO,CASTILLA,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,0.0,NO MINERIA,0.0
CHOCO,CASTILLA,2021,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,0.0,NO MINERIA,0.0
CHOCO,CASTILLA,2021,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,641.0,1.5600624024960998,NO MINERIA,0.0
CHOCO,CASTILLA,2021,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,641.0,3.1201248049921997,NO MINERIA,0.0
CHOCO,CASTILLA,2021,8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,641.0,4.6801872074882995,NO MINERIA,0.0
CHOCO,CASTILLA,2021,9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,641.0,6.240249609984399,NO MINERIA,0.0
CHOCO,CASTILLA,2021,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,641.0,3.1201248049921997,NO MINERIA,0.0
CHOCO,CASTILLA,2021,11,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,641.0,6.240249609984399,NO MINERIA,0.0
CHOCO,CASTILLA,2021,12,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,641.0,4.6801872074882995,NO MINERIA,0.0
CHOCO,CASTILLA,2022,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,618.0,1.6181229773462784,NO MINERIA,0.0
CHOCO,CASTILLA,2022,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,618.0,3.236245954692557,NO MINERIA,0.0
CHOCO,CASTILLA,2022,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,0.0,NO MINERIA,0.0
CHOCO,CASTILLA,2022,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,618.0,3.236245954692557,NO MINERIA,0.0
CHOCO,CASTILLA,2022,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,618.0,1.6181229773462784,NO MINERIA,0.0
CHOCO,CASTILLA,2022,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,618.0,1.6181229773462784,NO MINERIA,0.0
CHOCO,CASTILLA,2022,7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,618.0,6.472491909385114,NO MINERIA,0.0
CHOCO,CASTILLA,2022,8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,618.0,4.854368932038835,NO MINERIA,0.0
CHOCO,CASTILLA,2022,9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,618.0,3.236245954692557,NO MINERIA,0.0
CHOCO,CASTILLA,2022,10,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,618.0,4.854368932038835,NO MINERIA,0.0
CHOCO,CASTILLA,2022,11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,618.0,4.854368932038835,NO MINERIA,0.0
CHOCO,CASTILLA,2022,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,618.0,6.472491909385114,NO MINERIA,0.0
CHOCO,CASTILLA,2023,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,593.0,1.6863406408094435,NO MINERIA,0.0
CHOCO,CASTILLA,2023,2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,593.0,16.863406408094434,NO MINERIA,0.0
CHOCO,CASTILLA,2023,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,593.0,3.372681281618887,NO MINERIA,0.0
