DISTRITO_NORM,PROVINCIA_NORM,ANIO,MES,ira_no_neumonia,neumonias_men5,neumonias_60mas,hospitalizados_men5,hospitalizados_60mas,defunciones_men5,defunciones_60mas,TOTAL_CASOS,POBLACION,TASA_INCIDENCIA
CHARACATO,AREQUIPA,2022,12,199,3,8,0,2,0,2,210,17706.0,11.860386309725516
CHARACATO,AREQUIPA,2023,1,60,0,0,0,0,0,0,60,18423.0,3.2567985670086306
CHARACATO,AREQUIPA,2023,2,61,0,2,0,0,0,0,63,18423.0,3.419638495359062
CHARACATO,AREQUIPA,2023,3,101,0,1,0,0,0,0,102,18423.0,5.536557563914672
CHARACATO,AREQUIPA,2023,4,181,2,2,1,0,0,0,185,18423.0,10.041795581609943
CHARACATO,AREQUIPA,2023,5,147,3,2,1,1,0,0,152,18423.0,8.250556369755198
CHARACATO,AREQUIPA,2023,6,172,4,5,1,0,0,0,181,18423.0,9.824675677142702
CHARACATO,AREQUIPA,2023,7,155,3,6,1,0,0,1,164,18423.0,8.901916083156923
CHARACATO,AREQUIPA,2023,8,83,0,0,0,0,0,0,83,18423.0,4.505238017695272
CHARACATO,AREQUIPA,2023,9,123,1,0,1,0,0,0,124,18423.0,6.730717038484503
CHARACATO,AREQUIPA,2023,10,111,0,2,0,0,0,0,113,18423.0,6.133637301199588
CHARACATO,AREQUIPA,2023,11,98,0,5,0,2,0,0,103,18423.0,5.590837540031482
CHARACATO,AREQUIPA,2023,12,213,2,1,0,0,0,0,216,18423.0,11.72447484123107
CHARCANA,LA UNION,2021,1,8,0,0,0,0,0,0,8,582.0,13.745704467353951
CHARCANA,LA UNION,2021,2,3,0,0,0,0,0,0,3,582.0,5.154639175257732
CHARCANA,LA UNION,2021,3,4,0,0,0,0,0,0,4,582.0,6.8728522336769755
CHARCANA,LA UNION,2021,4,4,0,0,0,0,0,0,4,582.0,6.8728522336769755
CHARCANA,LA UNION,2021,5,4,0,0,0,0,0,0,4,582.0,6.8728522336769755
CHARCANA,LA UNION,2021,6,3,0,0,0,0,0,0,3,582.0,5.154639175257732
CHARCANA,LA UNION,2021,7,7,0,0,0,0,0,0,7,582.0,12.027491408934708
CHARCANA,LA UNION,2021,8,9,0,0,0,0,0,0,9,582.0,15.463917525773196
CHARCANA,LA UNION,2021,9,9,0,0,0,0,0,0,9,582.0,15.463917525773196
CHARCANA,LA UNION,2021,10,8,0,0,0,0,0,0,8,582.0,13.745704467353951
CHARCANA,LA UNION,2021,11,6,0,0,0,0,0,0,6,582.0,10.309278350515465
CHARCANA,LA UNION,2021,12,24,0,0,0,0,0,0,24,582.0,41.23711340206186
CHARCANA,LA UNION,2022,1,22,0,0,0,0,0,0,22,579.0,37.99654576856649
CHARCANA,LA UNION,2022,2,1,0,0,0,0,0,0,1,579.0,1.7271157167530224
CHARCANA,LA UNION,2022,3,5,0,0,0,0,0,0,5,579.0,8.635578583765112
CHARCANA,LA UNION,2022,4,15,0,0,0,0,0,0,15,579.0,25.906735751295336
CHARCANA,LA UNION,2022,5,9,0,0,0,0,0,0,9,579.0,15.544041450777202
CHARCANA,LA UNION,2022,6,11,0,0,0,0,0,0,11,579.0,18.998272884283246
CHARCANA,LA UNION,2022,7,15,0,0,0,0,0,0,15,579.0,25.906735751295336
CHARCANA,LA UNION,2022,8,33,0,0,0,0,0,0,33,579.0,56.994818652849744
CHARCANA,LA UNION,2022,9,13,0,0,0,0,0,0,13,579.0,22.452504317789295
CHARCANA,LA UNION,2022,10,23,0,0,0,0,0,0,23,579.0,39.72366148531951
CHARCANA,LA UNION,2022,11,7,0,0,0,0,0,0,7,579.0,12.089810017271159
CHARCANA,LA UNION,2022,12,28,0,0,0,0,0,0,28,579.0,48.359240069084635
CHARCANA,LA UNION,2023,1,10,0,2,0,0,0,0,12,575.0,20.869565217391305
CHARCANA,LA UNION,2023,2,3,0,0,0,0,0,0,3,575.0,5.217391304347826
CHARCANA,LA UNION,2023,3,5,0,0,0,0,0,0,5,575.0,8.695652173913043
CHARCANA,LA UNION,2023,4,11,0,0,0,0,0,0,11,575.0,19.130434782608695
CHARCANA,LA UNION,2023,5,27,0,0,0,0,0,0,27,575.0,46.95652173913043
CHARCANA,LA UNION,2023,6,19,0,0,0,0,0,0,19,575.0,33.04347826086956
CHARCANA,LA UNION,2023,7,6,0,0,0,0,0,0,6,575.0,10.434782608695652
CHARCANA,LA UNION,2023,8,8,0,0,0,0,0,0,8,575.0,13.913043478260871
CHARCANA,LA UNION,2023,9,12,0,1,0,0,0,0,13,575.0,22.608695652173914
CHARCANA,LA UNION,2023,10,23,0,0,0,0,0,0,23,575.0,40.0
CHARCANA,LA UNION,2023,11,3,0,0,0,0,0,0,3,575.0,5.217391304347826
CHARCANA,LA UNION,2023,12,24,0,0,0,0,0,0,24,575.0,41.73913043478261
CHICHAS,CONDESUYOS,2021,1,2,0,0,0,0,0,0,2,663.0,3.0165912518853695
CHICHAS,CONDESUYOS,2021,2,0,0,0,0,0,0,0,0,663.0,0.0
CHICHAS,CONDESUYOS,2021,3,2,0,0,0,0,0,0,2,663.0,3.0165912518853695
CHICHAS,CONDESUYOS,2021,4,5,0,0,0,0,0,0,5,663.0,7.541478129713424
CHICHAS,CONDESUYOS,2021,5,4,0,0,0,0,0,0,4,663.0,6.033182503770739
CHICHAS,CONDESUYOS,2021,6,6,0,0,0,0,0,0,6,663.0,9.04977375565611
CHICHAS,CONDESUYOS,2021,7,2,0,0,0,0,0,0,2,663.0,3.0165912518853695
CHICHAS,CONDESUYOS,2021,8,3,0,1,0,0,0,0,4,663.0,6.033182503770739
CHICHAS,CONDESUYOS,2021,9,1,0,0,0,0,0,0,1,663.0,1.5082956259426847
CHICHAS,CONDESUYOS,2021,10,1,0,0,0,0,0,0,1,663.0,1.5082956259426847
CHICHAS,CONDESUYOS,2021,11,2,0,0,0,0,0,0,2,663.0,3.0165912518853695
CHICHAS,CONDESUYOS,2021,12,12,0,0,0,0,0,0,12,663.0,18.09954751131222
CHICHAS,CONDESUYOS,2022,1,6,0,0,0,0,0,0,6,653.0,9.188361408882084
CHICHAS,CONDESUYOS,2022,2,4,0,0,0,0,0,0,4,653.0,6.1255742725880555
CHICHAS,CONDESUYOS,2022,3,0,0,0,0,0,0,0,0,653.0,0.0
CHICHAS,CONDESUYOS,2022,4,4,1,0,0,0,0,0,5,653.0,7.656967840735069
CHICHAS,CONDESUYOS,2022,5,4,0,0,0,0,0,0,4,653.0,6.1255742725880555
CHICHAS,CONDESUYOS,2022,6,5,0,0,0,0,0,0,5,653.0,7.656967840735069
CHICHAS,CONDESUYOS,2022,7,7,0,0,0,0,0,0,7,653.0,10.719754977029096
CHICHAS,CONDESUYOS,2022,8,18,0,0,0,0,0,0,18,653.0,27.565084226646245
CHICHAS,CONDESUYOS,2022,9,3,0,0,0,0,0,0,3,653.0,4.594180704441042
CHICHAS,CONDESUYOS,2022,10,7,0,0,0,0,0,0,7,653.0,10.719754977029096
CHICHAS,CONDESUYOS,2022,11,4,0,0,0,0,0,0,4,653.0,6.1255742725880555
CHICHAS,CONDESUYOS,2022,12,3,0,0,0,0,0,0,3,653.0,4.594180704441042
CHICHAS,CONDESUYOS,2023,1,2,0,0,0,0,0,0,2,644.0,3.105590062111801
CHICHAS,CONDESUYOS,2023,2,2,0,0,0,0,0,0,2,644.0,3.105590062111801
CHICHAS,CONDESUYOS,2023,3,6,0,1,0,0,0,0,7,644.0,10.869565217391305
CHICHAS,CONDESUYOS,2023,4,3,0,0,0,0,0,0,3,644.0,4.658385093167702
CHICHAS,CONDESUYOS,2023,5,4,0,0,0,0,0,0,4,644.0,6.211180124223602
CHICHAS,CONDESUYOS,2023,6,7,0,0,0,0,0,0,7,644.0,10.869565217391305
CHICHAS,CONDESUYOS,2023,7,0,0,0,0,0,0,0,0,644.0,0.0
CHICHAS,CONDESUYOS,2023,8,2,0,1,0,0,0,0,3,644.0,4.658385093167702
CHICHAS,CONDESUYOS,2023,9,2,0,2,0,0,0,0,4,644.0,6.211180124223602
CHICHAS,CONDESUYOS,2023,10,2,0,0,0,0,0,0,2,644.0,3.105590062111801
CHICHAS,CONDESUYOS,2023,11,1,0,1,0,1,0,1,2,644.0,3.105590062111801
CHICHAS,CONDESUYOS,2023,12,2,0,0,0,0,0,0,2,644.0,3.105590062111801
CHIGUATA,AREQUIPA,2021,1,21,0,0,0,0,0,0,21,3171.0,6.622516556291391
CHIGUATA,AREQUIPA,2021,2,10,0,0,0,0,0,0,10,3171.0,3.15357931251971
CHIGUATA,AREQUIPA,2021,3,19,0,2,0,2,0,0,21,3171.0,6.622516556291391
CHIGUATA,AREQUIPA,2021,4,15,0,0,0,0,0,0,15,3171.0,4.7303689687795645
CHIGUATA,AREQUIPA,2021,5,10,0,0,0,0,0,0,10,3171.0,3.15357931251971
CHIGUATA,AREQUIPA,2021,6,10,0,1,0,0,0,0,11,3171.0,3.468937243771681
CHIGUATA,AREQUIPA,2021,7,10,0,0,0,0,0,0,10,3171.0,3.15357931251971
CHIGUATA,AREQUIPA,2021,8,14,0,0,0,0,0,0,14,3171.0,4.415011037527594
CHIGUATA,AREQUIPA,2021,9,18,0,0,0,0,0,0,18,3171.0,5.676442762535478
CHIGUATA,AREQUIPA,2021,10,7,0,0,0,0,0,0,7,3171.0,2.207505518763797
CHIGUATA,AREQUIPA,2021,11,23,0,0,0,0,0,0,23,3171.0,7.253232418795332
CHIGUATA,AREQUIPA,2021,12,31,0,2,0,1,0,0,33,3171.0,10.406811731315043
CHIGUATA,AREQUIPA,2022,1,32,0,0,0,0,0,0,32,3227.0,9.916330957545709
CHIGUATA,AREQUIPA,2022,2,21,0,0,0,0,0,0,21,3227.0,6.507592190889371
CHIGUATA,AREQUIPA,2022,3,13,0,0,0,0,0,0,13,3227.0,4.028509451502944
CHIGUATA,AREQUIPA,2022,4,49,0,1,0,1,0,0,50,3227.0,15.49426712116517
CHIGUATA,AREQUIPA,2022,5,38,1,0,0,0,0,0,39,3227.0,12.085528354508831
CHIGUATA,AREQUIPA,2022,6,48,0,0,0,0,0,0,48,3227.0,14.874496436318562
CHIGUATA,AREQUIPA,2022,7,58,0,0,0,0,0,0,58,3227.0,17.973349860551593
CHIGUATA,AREQUIPA,2022,8,46,0,1,0,0,0,0,47,3227.0,14.564611093895259
CHIGUATA,AREQUIPA,2022,9,32,0,1,0,0,0,0,33,3227.0,10.22621629996901
CHIGUATA,AREQUIPA,2022,10,34,0,1,0,0,0,0,35,3227.0,10.845986984815617
CHIGUATA,AREQUIPA,2022,11,43,0,1,0,0,0,0,44,3227.0,13.634955066625349
CHIGUATA,AREQUIPA,2022,12,89,1,1,1,0,0,0,91,3227.0,28.199566160520607
CHIGUATA,AREQUIPA,2023,1,14,0,2,0,1,0,0,16,3279.0,4.879536444037816
CHIGUATA,AREQUIPA,2023,2,19,0,0,0,0,0,0,19,3279.0,5.794449527294907
CHIGUATA,AREQUIPA,2023,3,28,0,0,0,0,0,0,28,3279.0,8.539188777066178
CHIGUATA,AREQUIPA,2023,4,66,3,2,2,1,1,0,71,3279.0,21.65294297041781
CHIGUATA,AREQUIPA,2023,5,37,0,1,0,1,0,0,38,3279.0,11.588899054589813
CHIGUATA,AREQUIPA,2023,6,45,0,0,0,0,0,0,45,3279.0,13.723696248856358
CHIGUATA,AREQUIPA,2023,7,47,0,0,0,0,0,0,47,3279.0,14.333638304361086
CHIGUATA,AREQUIPA,2023,8,26,0,0,0,0,0,0,26,3279.0,7.929246721561452
CHIGUATA,AREQUIPA,2023,9,31,0,0,0,0,0,0,31,3279.0,9.454101860323268
CHIGUATA,AREQUIPA,2023,10,27,0,2,0,0,0,1,29,3279.0,8.844159804818542
CHIGUATA,AREQUIPA,2023,11,28,0,0,0,0,0,0,28,3279.0,8.539188777066178
CHIGUATA,AREQUIPA,2023,12,65,1,0,0,0,0,0,66,3279.0,20.128087831655993
CHILCAYMARCA,CASTILLA,2021,1,1,0,1,0,0,0,0,2,1053.0,1.8993352326685662
CHILCAYMARCA,CASTILLA,2021,2,1,0,1,0,0,0,0,2,1053.0,1.8993352326685662
CHILCAYMARCA,CASTILLA,2021,3,2,0,0,0,0,0,0,2,1053.0,1.8993352326685662
CHILCAYMARCA,CASTILLA,2021,4,3,0,1,0,0,0,0,4,1053.0,3.7986704653371324
CHILCAYMARCA,CASTILLA,2021,5,1,0,0,0,0,0,0,1,1053.0,0.9496676163342831
CHILCAYMARCA,CASTILLA,2021,6,1,0,0,0,0,0,0,1,1053.0,0.9496676163342831
CHILCAYMARCA,CASTILLA,2021,7,1,0,0,0,0,0,0,1,1053.0,0.9496676163342831
CHILCAYMARCA,CASTILLA,2021,8,5,0,0,0,0,0,0,5,1053.0,4.748338081671415
CHILCAYMARCA,CASTILLA,2021,9,3,0,0,0,0,0,0,3,1053.0,2.849002849002849
CHILCAYMARCA,CASTILLA,2021,10,7,0,0,0,0,0,0,7,1053.0,6.647673314339981
CHILCAYMARCA,CASTILLA,2021,11,2,0,0,0,0,0,0,2,1053.0,1.8993352326685662
CHILCAYMARCA,CASTILLA,2021,12,4,0,0,0,0,0,0,4,1053.0,3.7986704653371324
CHILCAYMARCA,CASTILLA,2022,1,4,0,0,0,0,0,0,4,1073.0,3.727865796831314
CHILCAYMARCA,CASTILLA,2022,2,4,0,0,0,0,0,0,4,1073.0,3.727865796831314
CHILCAYMARCA,CASTILLA,2022,3,5,0,0,0,0,0,0,5,1073.0,4.659832246039143
CHILCAYMARCA,CASTILLA,2022,4,19,0,0,0,0,0,0,19,1073.0,17.707362534948743
CHILCAYMARCA,CASTILLA,2022,5,6,0,0,0,0,0,0,6,1073.0,5.591798695246971
CHILCAYMARCA,CASTILLA,2022,6,6,0,0,0,0,0,0,6,1073.0,5.591798695246971
CHILCAYMARCA,CASTILLA,2022,7,9,0,0,0,0,0,0,9,1073.0,8.387698042870456
CHILCAYMARCA,CASTILLA,2022,8,7,0,0,0,0,0,0,7,1073.0,6.523765144454799
CHILCAYMARCA,CASTILLA,2022,9,6,0,0,0,0,0,0,6,1073.0,5.591798695246971
CHILCAYMARCA,CASTILLA,2022,10,11,0,0,0,0,0,0,11,1073.0,10.251630941286114
CHILCAYMARCA,CASTILLA,2022,11,5,0,0,0,0,0,0,5,1073.0,4.659832246039143
CHILCAYMARCA,CASTILLA,2022,12,16,0,0,0,0,0,0,16,1073.0,14.911463187325255
CHILCAYMARCA,CASTILLA,2023,1,4,0,0,0,0,0,0,4,1093.0,3.6596523330283626
CHILCAYMARCA,CASTILLA,2023,2,3,0,0,0,0,0,0,3,1093.0,2.7447392497712717
CHILCAYMARCA,CASTILLA,2023,3,6,0,0,0,0,0,0,6,1093.0,5.489478499542543
CHILCAYMARCA,CASTILLA,2023,4,7,0,0,0,0,0,0,7,1093.0,6.404391582799634
CHILCAYMARCA,CASTILLA,2023,5,14,0,0,0,0,0,0,14,1093.0,12.808783165599268
CHILCAYMARCA,CASTILLA,2023,6,1,0,1,0,0,0,0,2,1093.0,1.8298261665141813
CHILCAYMARCA,CASTILLA,2023,7,21,0,0,0,0,0,0,21,1093.0,19.213174748398902
CHILCAYMARCA,CASTILLA,2023,8,14,0,0,0,0,0,0,14,1093.0,12.808783165599268
CHILCAYMARCA,CASTILLA,2023,9,6,0,0,0,0,0,0,6,1093.0,5.489478499542543
CHILCAYMARCA,CASTILLA,2023,10,3,0,0,0,0,0,0,3,1093.0,2.7447392497712717
CHILCAYMARCA,CASTILLA,2023,11,6,0,0,0,0,0,0,6,1093.0,5.489478499542543
CHILCAYMARCA,CASTILLA,2023,12,10,0,0,0,0,0,0,10,1093.0,9.149130832570906
CHIVAY,CAYLLOMA,2021,1,29,0,2,0,1,0,0,31,5877.0,5.2748000680619365
CHIVAY,CAYLLOMA,2021,2,32,0,5,0,1,0,0,37,5877.0,6.295729113493279
CHIVAY,CAYLLOMA,2021,3,20,0,0,0,0,0,0,20,5877.0,3.4030968181044754
CHIVAY,CAYLLOMA,2021,4,27,0,3,0,0,0,0,30,5877.0,5.104645227156713
CHIVAY,CAYLLOMA,2021,5,50,0,2,0,0,0,0,52,5877.0,8.848051727071635
CHIVAY,CAYLLOMA,2021,6,36,2,23,1,1,0,0,61,5877.0,10.37944529521865
CHIVAY,CAYLLOMA,2021,7,26,0,5,0,0,0,0,31,5877.0,5.2748000680619365
CHIVAY,CAYLLOMA,2021,8,21,0,2,0,0,0,0,23,5877.0,3.913561340820147
CHIVAY,CAYLLOMA,2021,9,35,1,0,1,0,0,0,36,5877.0,6.1255742725880555
CHIVAY,CAYLLOMA,2021,10,35,0,2,0,0,0,0,37,5877.0,6.295729113493279
CHIVAY,CAYLLOMA,2021,11,32,0,0,0,0,0,0,32,5877.0,5.44495490896716
CHIVAY,CAYLLOMA,2021,12,75,0,2,0,1,0,1,77,5877.0,13.10192274970223
CHIVAY,CAYLLOMA,2022,1,72,0,1,0,0,0,0,73,5854.0,12.470105910488554
CHIVAY,CAYLLOMA,2022,2,45,0,3,0,0,0,0,48,5854.0,8.199521694567817
CHIVAY,CAYLLOMA,2022,3,26,0,0,0,0,0,0,26,5854.0,4.441407584557568
CHIVAY,CAYLLOMA,2022,4,89,0,1,0,0,0,0,90,5854.0,15.374103177314655
CHIVAY,CAYLLOMA,2022,5,131,0,0,0,0,0,0,131,5854.0,22.37786129142467
CHIVAY,CAYLLOMA,2022,6,134,0,0,0,0,0,0,134,5854.0,22.890331397335153
CHIVAY,CAYLLOMA,2022,7,129,0,0,0,0,0,0,129,5854.0,22.03621455415101
CHIVAY,CAYLLOMA,2022,8,90,1,2,0,1,0,0,93,5854.0,15.886573283225145
CHIVAY,CAYLLOMA,2022,9,109,0,0,0,0,0,0,109,5854.0,18.619747181414418
CHIVAY,CAYLLOMA,2022,10,89,0,0,0,0,0,0,89,5854.0,15.203279808677827
CHIVAY,CAYLLOMA,2022,11,76,0,1,0,0,0,0,77,5854.0,13.153399385035872
CHIVAY,CAYLLOMA,2022,12,199,0,2,0,0,0,0,201,5854.0,34.33549709600273
CHIVAY,CAYLLOMA,2023,1,63,1,0,1,0,0,0,64,5821.0,10.994674454561073
CHIVAY,CAYLLOMA,2023,2,79,0,0,0,0,0,0,79,5821.0,13.571551279848824
CHIVAY,CAYLLOMA,2023,3,79,0,0,0,0,0,0,79,5821.0,13.571551279848824
CHIVAY,CAYLLOMA,2023,4,175,2,0,0,0,0,0,177,5821.0,30.407146538395462
CHIVAY,CAYLLOMA,2023,5,92,0,0,0,0,0,0,92,5821.0,15.80484452843154
CHIVAY,CAYLLOMA,2023,6,137,0,2,0,0,0,0,139,5821.0,23.87905858099983
CHIVAY,CAYLLOMA,2023,7,89,3,2,1,0,0,0,94,5821.0,16.148428105136578
CHIVAY,CAYLLOMA,2023,8,84,1,1,0,0,0,0,86,5821.0,14.774093798316441
CHIVAY,CAYLLOMA,2023,9,59,1,0,0,0,0,0,60,5821.0,10.307507301151006
CHIVAY,CAYLLOMA,2023,10,113,2,1,1,0,0,0,116,5821.0,19.927847448891942
CHIVAY,CAYLLOMA,2023,11,97,0,0,0,0,0,0,97,5821.0,16.663803470194125
CHIVAY,CAYLLOMA,2023,12,180,0,1,0,0,0,0,181,5821.0,31.09431369180553
CHOCO,CASTILLA,2021,1,1,0,0,0,0,0,0,1,641.0,1.5600624024960998
CHOCO,CASTILLA,2021,2,1,0,0,0,0,0,0,1,641.0,1.5600624024960998
CHOCO,CASTILLA,2021,3,0,0,0,0,0,0,0,0,641.0,0.0
CHOCO,CASTILLA,2021,4,0,0,0,0,0,0,0,0,641.0,0.0
CHOCO,CASTILLA,2021,5,0,0,0,0,0,0,0,0,641.0,0.0
CHOCO,CASTILLA,2021,6,1,0,0,0,0,0,0,1,641.0,1.5600624024960998
CHOCO,CASTILLA,2021,7,2,0,0,0,0,0,0,2,641.0,3.1201248049921997
CHOCO,CASTILLA,2021,8,3,0,0,0,0,0,0,3,641.0,4.6801872074882995
CHOCO,CASTILLA,2021,9,4,0,0,0,0,0,0,4,641.0,6.240249609984399
CHOCO,CASTILLA,2021,10,2,0,0,0,0,0,0,2,641.0,3.1201248049921997
CHOCO,CASTILLA,2021,11,3,0,1,0,0,0,0,4,641.0,6.240249609984399
CHOCO,CASTILLA,2021,12,3,0,0,0,0,0,0,3,641.0,4.6801872074882995
CHOCO,CASTILLA,2022,1,1,0,0,0,0,0,0,1,618.0,1.6181229773462784
CHOCO,CASTILLA,2022,2,2,0,0,0,0,0,0,2,618.0,3.236245954692557
CHOCO,CASTILLA,2022,3,0,0,0,0,0,0,0,0,618.0,0.0
CHOCO,CASTILLA,2022,4,2,0,0,0,0,0,0,2,618.0,3.236245954692557
CHOCO,CASTILLA,2022,5,1,0,0,0,0,0,0,1,618.0,1.6181229773462784
CHOCO,CASTILLA,2022,6,1,0,0,0,0,0,0,1,618.0,1.6181229773462784
CHOCO,CASTILLA,2022,7,4,0,0,0,0,0,0,4,618.0,6.472491909385114
CHOCO,CASTILLA,2022,8,3,0,0,0,0,0,0,3,618.0,4.854368932038835
CHOCO,CASTILLA,2022,9,2,0,0,0,0,0,0,2,618.0,3.236245954692557
CHOCO,CASTILLA,2022,10,3,0,0,0,0,0,0,3,618.0,4.854368932038835
CHOCO,CASTILLA,2022,11,3,0,0,0,0,0,0,3,618.0,4.854368932038835
CHOCO,CASTILLA,2022,12,4,0,0,0,0,0,0,4,618.0,6.472491909385114
CHOCO,CASTILLA,2023,1,1,0,0,0,0,0,0,1,593.0,1.6863406408094435
CHOCO,CASTILLA,2023,2,10,0,0,0,0,0,0,10,593.0,16.863406408094434
CHOCO,CASTILLA,2023,3,2,0,0,0,0,0,0,2,593.0,3.372681281618887
CHOCO,CASTILLA,2023,4,3,0,0,0,0,0,0,3,593.0,5.059021922428331
CHOCO,CASTILLA,2023,5,3,0,0,0,0,0,0,3,593.0,5.059021922428331
CHOCO,CASTILLA,2023,6,4,0,0,0,0,0,0,4,593.0,6.745362563237774
CHOCO,CASTILLA,2023,7,3,0,0,0,0,0,0,3,593.0,5.059021922428331
CHOCO,CASTILLA,2023,8,3,0,0,0,0,0,0,3,593.0,5.059021922428331
CHOCO,CASTILLA,2023,9,6,0,0,0,0,0,0,6,593.0,10.118043844856661
CHOCO,CASTILLA,2023,10,1,0,0,0,0,0,0,1,593.0,1.6863406408094435
CHOCO,CASTILLA,2023,11,2,0,0,0,0,0,0,2,593.0,3.372681281618887
CHOCO,CASTILLA,2023,12,5,0,0,0,0,0,0,5,593.0,8.431703204047217
CHUQUIBAMBA,CONDESUYOS,2021,1,7,0,1,0,1,0,0,8,3347.0,2.390200179265013
CHUQUIBAMBA,CONDESUYOS,2021,2,3,1,1,0,0,1,0,5,3347.0,1.4938751120406335
CHUQUIBAMBA,CONDESUYOS,2021,3,3,0,2,0,1,0,0,5,3347.0,1.4938751120406335
CHUQUIBAMBA,CONDESUYOS,2021,4,9,0,0,0,0,0,0,9,3347.0,2.68897520167314
CHUQUIBAMBA,CONDESUYOS,2021,5,11,0,1,0,0,0,0,12,3347.0,3.58530026889752
CHUQUIBAMBA,CONDESUYOS,2021,6,7,0,0,0,0,0,0,7,3347.0,2.091425156856887
CHUQUIBAMBA,CONDESUYOS,2021,7,3,0,3,0,2,0,0,6,3347.0,1.79265013444876
CHUQUIBAMBA,CONDESUYOS,2021,8,7,0,0,0,0,0,0,7,3347.0,2.091425156856887
CHUQUIBAMBA,CONDESUYOS,2021,9,12,0,0,0,0,0,0,12,3347.0,3.58530026889752
CHUQUIBAMBA,CONDESUYOS,2021,10,15,0,0,0,0,0,0,15,3347.0,4.481625336121899
CHUQUIBAMBA,CONDESUYOS,2021,11,6,0,0,0,0,0,0,6,3347.0,1.79265013444876
CHUQUIBAMBA,CONDESUYOS,2021,12,35,0,0,0,0,0,0,35,3347.0,10.457125784284434
CHUQUIBAMBA,CONDESUYOS,2022,1,14,0,0,0,0,0,0,14,3336.0,4.196642685851319
CHUQUIBAMBA,CONDESUYOS,2022,2,13,0,0,0,0,0,0,13,3336.0,3.8968824940047964
CHUQUIBAMBA,CONDESUYOS,2022,3,11,0,0,0,0,0,0,11,3336.0,3.2973621103117505
CHUQUIBAMBA,CONDESUYOS,2022,4,36,0,0,0,0,0,0,36,3336.0,10.79136690647482
CHUQUIBAMBA,CONDESUYOS,2022,5,30,0,0,0,0,0,0,30,3336.0,8.992805755395683
CHUQUIBAMBA,CONDESUYOS,2022,6,73,0,0,0,0,0,0,73,3336.0,21.88249400479616
CHUQUIBAMBA,CONDESUYOS,2022,7,80,0,2,0,1,0,0,82,3336.0,24.580335731414866
CHUQUIBAMBA,CONDESUYOS,2022,8,44,0,2,0,0,0,0,46,3336.0,13.788968824940047
CHUQUIBAMBA,CONDESUYOS,2022,9,33,0,0,0,0,0,0,33,3336.0,9.892086330935252
CHUQUIBAMBA,CONDESUYOS,2022,10,41,1,0,0,0,0,0,42,3336.0,12.589928057553957
CHUQUIBAMBA,CONDESUYOS,2022,11,28,0,0,0,0,0,0,28,3336.0,8.393285371702637
CHUQUIBAMBA,CONDESUYOS,2022,12,76,0,0,0,0,0,0,76,3336.0,22.781774580335732
CHUQUIBAMBA,CONDESUYOS,2023,1,20,0,0,0,0,0,0,20,3327.0,6.011421701232342
CHUQUIBAMBA,CONDESUYOS,2023,2,18,1,0,0,0,0,0,19,3327.0,5.710850616170725
CHUQUIBAMBA,CONDESUYOS,2023,3,38,0,0,0,0,0,0,38,3327.0,11.42170123234145
CHUQUIBAMBA,CONDESUYOS,2023,4,66,0,0,0,0,0,0,66,3327.0,19.837691614066724
CHUQUIBAMBA,CONDESUYOS,2023,5,61,0,1,0,1,0,1,62,3327.0,18.635407273820256
CHUQUIBAMBA,CONDESUYOS,2023,6,52,0,1,0,0,0,0,53,3327.0,15.930267508265706
CHUQUIBAMBA,CONDESUYOS,2023,7,40,0,1,0,0,0,0,41,3327.0,12.3234144875263
CHUQUIBAMBA,CONDESUYOS,2023,8,39,0,0,0,0,0,0,39,3327.0,11.722272317403066
CHUQUIBAMBA,CONDESUYOS,2023,9,33,0,1,0,1,0,1,34,3327.0,10.21941689209498
CHUQUIBAMBA,CONDESUYOS,2023,10,40,0,0,0,0,0,0,40,3327.0,12.022843402464684
CHUQUIBAMBA,CONDESUYOS,2023,11,28,0,0,0,0,0,0,28,3327.0,8.415990381725278
CHUQUIBAMBA,CONDESUYOS,2023,12,68,0,0,0,0,0,0,68,3327.0,20.43883378418996
COCACHACRA,ISLAY,2021,1,10,0,2,0,0,0,0,12,8321.0,1.4421343588510995
COCACHACRA,ISLAY,2021,2,18,0,1,0,0,0,0,19,8321.0,2.283379401514241
COCACHACRA,ISLAY,2021,3,12,0,2,0,0,0,0,14,8321.0,1.682490085326283
COCACHACRA,ISLAY,2021,4,15,1,1,1,1,0,0,17,8321.0,2.043023675039058
COCACHACRA,ISLAY,2021,5,23,0,1,0,0,0,0,24,8321.0,2.884268717702199
COCACHACRA,ISLAY,2021,6,21,0,1,0,0,0,0,22,8321.0,2.643912991227016
COCACHACRA,ISLAY,2021,7,28,0,0,0,0,0,0,28,8321.0,3.364980170652566
COCACHACRA,ISLAY,2021,8,22,0,0,0,0,0,0,22,8321.0,2.643912991227016
COCACHACRA,ISLAY,2021,9,31,0,0,0,0,0,0,31,8321.0,3.7255137603653408
COCACHACRA,ISLAY,2021,10,26,0,0,0,0,0,0,26,8321.0,3.1246244441773827
COCACHACRA,ISLAY,2021,11,24,0,1,0,0,0,0,25,8321.0,3.004446580939791
COCACHACRA,ISLAY,2021,12,62,0,0,0,0,0,0,62,8321.0,7.4510275207306815
COCACHACRA,ISLAY,2022,1,60,2,1,0,0,0,0,63,8284.0,7.605021728633511
COCACHACRA,ISLAY,2022,2,20,0,1,0,0,0,0,21,8284.0,2.5350072428778367
